CustomerID,Recency,MonetaryValue,Country,CohortDay,Frequency,R,F,M,Cluster
14082.0,364,182.25,United Kingdom,2010-12-10,1,1,1,1,2
14083.0,4,1002.9,United Kingdom,2010-12-03,9,5,5,4,3
14085.0,2,4421.29,United Kingdom,2010-12-06,18,5,5,5,3
14087.0,2,191.47,United Kingdom,2011-12-07,1,5,1,1,0
14088.0,10,50491.81,United Kingdom,2011-01-21,13,5,5,5,3
14089.0,56,158.75,United Kingdom,2011-10-14,1,3,1,1,2
14090.0,324,76.32000000000001,United Kingdom,2011-01-19,1,1,1,1,2
14092.0,7,4076.91,United Kingdom,2010-12-16,14,5,5,5,3
14093.0,12,433.86,United Kingdom,2011-11-27,1,5,1,2,0
14096.0,4,65164.79,United Kingdom,2011-08-30,17,5,5,5,3
14098.0,36,147.35,United Kingdom,2011-11-03,1,3,1,1,2
14099.0,16,3104.17,United Kingdom,2010-12-20,11,4,5,5,3
14100.0,137,191.95000000000002,United Kingdom,2011-07-25,1,2,1,1,2
14101.0,73,5976.79,United Kingdom,2011-01-17,6,2,5,5,1
14102.0,5,1105.8799999999999,United Kingdom,2011-10-26,5,5,4,4,3
14104.0,154,216.20999999999998,United Kingdom,2011-06-27,2,2,2,1,2
14105.0,239,1266.23,United Kingdom,2011-04-14,1,1,1,4,2
14107.0,51,2703.23,United Kingdom,2010-12-10,7,3,5,5,1
14108.0,30,597.91,United Kingdom,2011-08-30,2,4,2,3,0
14109.0,72,144.2,United Kingdom,2011-09-28,1,2,1,1,2
14110.0,3,5683.15,United Kingdom,2011-03-18,12,5,5,5,3
14111.0,14,692.85,United Kingdom,2011-04-12,4,4,4,3,0
14112.0,22,2915.15,United Kingdom,2011-03-09,7,4,5,5,3
14113.0,3,1840.42,United Kingdom,2010-12-20,4,5,4,4,3
14114.0,273,386.53,United Kingdom,2011-01-13,2,1,2,2,2
14116.0,19,1382.74,United Kingdom,2011-08-10,5,4,4,4,1
14117.0,143,90.0,United Kingdom,2011-07-19,1,2,1,1,2
14121.0,3,2780.15,United Kingdom,2011-10-11,4,5,4,5,3
14124.0,84,419.58000000000004,United Kingdom,2011-09-16,1,2,1,2,2
14125.0,10,2720.63,United Kingdom,2011-09-22,3,5,3,5,1
14126.0,7,706.1300000000001,United Kingdom,2011-11-29,3,5,3,3,0
14127.0,122,709.71,United Kingdom,2011-02-02,3,2,3,3,1
14128.0,60,637.5,United Kingdom,2011-03-29,2,3,2,3,1
14129.0,1,1123.8600000000001,United Kingdom,2011-03-24,4,5,4,4,3
14130.0,319,480.91,United Kingdom,2011-01-24,1,1,1,3,2
14132.0,2,3586.0299999999997,United Kingdom,2011-06-09,11,5,5,5,3
14133.0,129,605.64,United Kingdom,2011-01-28,3,2,3,3,1
14135.0,1,4690.31,United Kingdom,2010-12-02,15,5,5,5,3
14138.0,1,965.8800000000001,United Kingdom,2011-10-07,2,5,2,4,0
14139.0,46,415.82,United Kingdom,2011-10-24,1,3,1,2,2
14140.0,3,935.05,United Kingdom,2011-11-08,2,5,2,4,0
14141.0,2,915.13,United Kingdom,2011-08-26,4,5,4,4,0
14142.0,373,311.81,United Kingdom,2010-12-01,1,1,1,2,2
14143.0,133,115.8,United Kingdom,2011-07-29,1,2,1,1,2
14145.0,46,3742.2,United Kingdom,2011-05-06,4,3,4,5,1
14146.0,8,4191.0,United Kingdom,2010-12-17,5,5,4,5,3
14147.0,78,483.4,United Kingdom,2011-02-27,2,2,2,3,2
14148.0,233,157.2,United Kingdom,2011-04-20,1,1,1,1,2
14149.0,220,446.62,United Kingdom,2011-05-03,1,1,1,2,2
14150.0,35,658.64,United Kingdom,2010-12-15,2,3,2,3,0
14152.0,75,621.29,United Kingdom,2011-04-19,2,2,2,3,1
14154.0,239,1345.62,United Kingdom,2011-04-14,2,1,2,4,1
14155.0,266,118.75,United Kingdom,2011-03-18,1,1,1,1,2
14157.0,19,424.89000000000004,United Kingdom,2011-02-27,2,4,2,2,0
14158.0,40,507.66,United Kingdom,2011-10-30,1,3,1,3,0
14159.0,19,4630.35,United Kingdom,2010-12-12,11,4,5,5,3
14161.0,215,1097.6200000000001,United Kingdom,2010-12-05,3,1,3,4,1
14162.0,173,289.36,United Kingdom,2011-02-20,2,2,2,2,2
14163.0,87,2445.91,United Kingdom,2011-04-14,4,2,4,5,1
14164.0,70,1631.77,United Kingdom,2011-09-20,2,3,2,4,1
14165.0,275,120.44,United Kingdom,2011-03-09,1,1,1,1,2
14167.0,39,562.59,United Kingdom,2011-01-12,4,3,4,3,1
14171.0,98,363.79,United Kingdom,2011-09-02,1,2,1,2,2
14173.0,10,450.84,United Kingdom,2011-05-04,4,5,4,2,0
14174.0,33,134.46,United Kingdom,2011-11-06,1,3,1,1,2
14175.0,59,3222.3,United Kingdom,2011-01-14,3,3,3,5,1
14176.0,297,576.9000000000001,United Kingdom,2010-12-07,4,1,4,3,1
14177.0,86,549.46,United Kingdom,2011-06-13,4,2,4,3,1
14178.0,8,1600.26,United Kingdom,2011-06-10,7,5,5,4,3
14179.0,40,701.57,United Kingdom,2011-10-18,2,3,2,3,1
14180.0,10,4748.52,United Kingdom,2010-12-02,25,5,5,5,3
14184.0,66,452.89,United Kingdom,2011-10-04,1,3,1,2,2
14185.0,331,197.65,United Kingdom,2011-01-12,1,1,1,1,2
14188.0,30,2054.36,United Kingdom,2011-02-02,6,4,5,5,1
14189.0,2,4654.08,United Kingdom,2010-12-06,15,5,5,5,3
14191.0,1,4684.76,United Kingdom,2011-05-03,13,5,5,5,3
14193.0,67,853.39,United Kingdom,2011-03-15,2,3,2,3,1
14194.0,4,11349.52,United Kingdom,2011-02-04,20,5,5,5,3
14195.0,201,1012.0,United Kingdom,2011-04-01,2,1,2,4,1
14196.0,106,335.52,United Kingdom,2011-08-25,1,2,1,2,2
14198.0,18,701.4,United Kingdom,2011-04-14,4,4,4,3,1
14199.0,218,185.39999999999998,United Kingdom,2011-05-05,1,1,1,1,2
14201.0,60,747.44,United Kingdom,2010-12-15,7,3,5,3,1
14204.0,2,150.61,United Kingdom,2011-12-07,1,5,1,1,0
14205.0,16,466.7,United Kingdom,2011-03-20,2,4,2,3,0
14206.0,239,328.15999999999997,United Kingdom,2011-04-14,1,1,1,2,2
14208.0,94,151.74,United Kingdom,2011-09-06,1,2,1,1,2
14209.0,10,2073.43,United Kingdom,2011-01-11,6,5,5,5,3
14210.0,105,1905.8400000000001,United Kingdom,2010-12-03,6,2,5,4,1
14211.0,53,2241.1,United Kingdom,2011-02-17,9,3,5,5,1
14212.0,89,1070.48,United Kingdom,2011-09-11,1,2,1,4,2
14214.0,30,1004.38,United Kingdom,2011-03-07,5,4,4,4,1
14215.0,11,1789.72,United Kingdom,2010-12-06,6,5,5,4,3
14216.0,3,1839.3,United Kingdom,2011-11-02,4,5,4,4,3
14217.0,1,2004.98,United Kingdom,2010-12-08,17,5,5,5,3
14218.0,42,169.48000000000002,United Kingdom,2011-10-28,1,3,1,1,2
14219.0,4,89.94,United Kingdom,2011-12-05,1,5,1,1,0
14220.0,247,632.4,United Kingdom,2010-12-16,2,1,2,3,2
14221.0,42,3432.8,United Kingdom,2011-01-04,9,3,5,5,1
14222.0,177,683.17,United Kingdom,2011-06-15,1,2,1,3,2
14223.0,92,991.13,United Kingdom,2011-03-20,3,2,3,4,1
14224.0,110,1009.73,United Kingdom,2011-01-23,4,2,4,4,1
14226.0,28,2214.79,United Kingdom,2011-03-15,5,4,4,5,1
14227.0,26,3350.96,United Kingdom,2011-02-28,8,4,5,5,3
14229.0,51,1547.2,United Kingdom,2011-01-10,4,3,4,4,1
14231.0,183,925.71,United Kingdom,2011-02-24,3,1,3,4,1
14232.0,42,2048.07,United Kingdom,2011-03-20,5,3,4,5,1
14233.0,49,1462.72,United Kingdom,2011-01-26,4,3,4,4,1
14234.0,22,754.12,United Kingdom,2011-10-13,4,4,4,3,1
14235.0,75,3144.86,United Kingdom,2011-03-24,5,2,4,5,1
14236.0,80,490.86,United Kingdom,2010-12-02,2,2,2,3,2
14237.0,373,161.0,United Kingdom,2010-12-01,1,1,1,1,2
14238.0,326,146.85,United Kingdom,2011-01-17,1,1,1,1,2
14239.0,43,2380.85,United Kingdom,2011-01-27,11,3,5,5,1
14240.0,30,890.34,United Kingdom,2011-04-28,2,4,2,4,1
14241.0,183,213.70000000000002,United Kingdom,2011-06-09,1,1,1,1,2
14242.0,234,280.55,United Kingdom,2011-01-18,2,1,2,2,2
14243.0,8,2588.77,United Kingdom,2010-12-09,10,5,5,5,3
14245.0,219,1693.45,United Kingdom,2011-03-21,2,1,2,4,1
14246.0,110,1474.06,United Kingdom,2011-04-08,3,2,3,4,1
14247.0,278,136.76999999999998,United Kingdom,2011-03-06,1,1,1,1,2
14248.0,318,302.58,United Kingdom,2011-01-25,1,1,1,2,2
14250.0,7,1904.05,United Kingdom,2011-09-11,3,5,3,4,1
14251.0,1,2879.7000000000003,United Kingdom,2011-10-13,5,5,4,5,3
14256.0,260,969.0600000000001,United Kingdom,2010-12-10,2,1,2,4,2
14257.0,64,3099.7200000000003,United Kingdom,2011-01-25,5,3,4,5,1
14258.0,9,12669.98,United Kingdom,2011-01-06,9,5,5,5,3
14259.0,141,120.0,United Kingdom,2011-07-21,1,2,1,1,2
14261.0,50,1163.45,United Kingdom,2011-09-22,2,3,2,4,1
14262.0,8,2618.23,United Kingdom,2011-04-13,8,5,5,5,3
14264.0,154,333.97,United Kingdom,2011-04-08,2,2,2,2,2
14267.0,162,1516.24,United Kingdom,2011-03-24,3,2,3,4,1
14270.0,331,492.65000000000003,United Kingdom,2011-01-12,1,1,1,3,2
14271.0,225,112.32,United Kingdom,2011-04-28,1,1,1,1,2
14272.0,73,437.96,United Kingdom,2011-03-30,2,2,2,2,2
14273.0,51,559.97,United Kingdom,2011-04-11,4,3,4,3,1
14276.0,98,1119.74,United Kingdom,2011-02-23,3,2,3,4,1
14280.0,196,134.04,United Kingdom,2011-05-27,1,1,1,1,2
14282.0,3,3701.44,United Kingdom,2010-12-07,15,5,5,5,3
14284.0,30,595.25,United Kingdom,2011-09-14,2,4,2,3,0
14285.0,21,1910.01,United Kingdom,2011-06-16,4,4,4,4,1
14286.0,23,4628.75,United Kingdom,2011-04-11,3,4,3,5,1
14287.0,8,176.63,United Kingdom,2011-05-25,3,5,3,1,0
14288.0,213,426.6,United Kingdom,2011-05-10,1,1,1,2,2
14289.0,8,911.26,United Kingdom,2011-02-23,6,5,5,4,3
14290.0,11,2314.65,United Kingdom,2010-12-13,5,5,4,5,3
14291.0,1,3883.25,United Kingdom,2011-03-09,10,5,5,5,3
14292.0,7,4871.93,United Kingdom,2011-03-02,9,5,5,5,3
14293.0,3,1046.56,United Kingdom,2010-12-06,4,5,4,4,3
14295.0,40,166.20000000000002,United Kingdom,2011-10-30,1,3,1,1,2
14297.0,17,1305.33,United Kingdom,2011-03-10,4,4,4,4,1
14298.0,8,51527.3,United Kingdom,2010-12-14,44,5,5,5,3
14299.0,8,3965.62,United Kingdom,2010-12-09,9,5,5,5,3
14300.0,18,43.2,United Kingdom,2011-11-21,1,4,1,1,0
14301.0,117,640.14,United Kingdom,2011-08-14,1,2,1,3,2
14304.0,222,383.45,United Kingdom,2011-05-01,1,1,1,2,2
14305.0,71,1858.96,United Kingdom,2011-07-27,3,3,3,4,1
14306.0,51,2093.32,United Kingdom,2011-09-15,2,3,2,5,1
14307.0,88,2995.72,United Kingdom,2010-12-01,6,2,5,5,1
14309.0,8,2352.53,United Kingdom,2010-12-16,9,5,5,5,3
14311.0,242,310.26,United Kingdom,2011-04-11,1,1,1,2,2
14312.0,46,1611.59,United Kingdom,2011-01-06,6,3,5,4,1
14314.0,106,120.0,United Kingdom,2011-08-25,1,2,1,1,2
14315.0,44,2481.13,United Kingdom,2011-03-18,6,3,5,5,1
14317.0,64,508.58000000000004,United Kingdom,2011-10-06,1,3,1,3,2
14320.0,206,477.79,United Kingdom,2011-01-11,2,1,2,3,2
14321.0,10,1530.75,United Kingdom,2011-01-10,5,5,4,4,3
14323.0,114,605.0600000000001,United Kingdom,2011-04-15,2,2,2,3,2
14326.0,242,183.85,United Kingdom,2011-04-11,1,1,1,1,2
14327.0,163,311.65,United Kingdom,2011-06-29,1,2,1,2,2
14329.0,17,4975.24,United Kingdom,2011-01-14,7,4,5,5,3
14331.0,124,462.65999999999997,United Kingdom,2011-07-27,2,2,2,2,2
14332.0,22,840.21,United Kingdom,2011-07-15,3,4,3,3,1
14333.0,67,415.2,United Kingdom,2011-10-03,1,3,1,2,2
14334.0,16,2552.21,United Kingdom,2010-12-16,8,4,5,5,3
14336.0,16,1614.91,United Kingdom,2011-03-08,4,4,4,4,1
14338.0,161,588.22,United Kingdom,2011-05-27,2,2,2,3,2
14339.0,242,309.52,United Kingdom,2011-04-11,1,1,1,2,2
14340.0,218,134.7,United Kingdom,2011-05-05,1,1,1,1,2
14341.0,45,2166.98,United Kingdom,2011-01-25,7,3,5,5,1
14342.0,21,668.5600000000001,United Kingdom,2011-05-13,4,4,4,3,1
14344.0,127,889.9300000000001,United Kingdom,2010-12-06,8,2,5,3,1
14345.0,38,108.97999999999999,United Kingdom,2011-11-01,1,3,1,1,2
14346.0,120,1021.58,United Kingdom,2011-02-15,2,2,2,4,1
14348.0,260,409.57,United Kingdom,2011-03-24,1,1,1,2,2
14349.0,10,133.5,United Kingdom,2011-11-29,1,5,1,1,0
14350.0,274,282.93,United Kingdom,2011-03-10,1,1,1,2,2
14351.0,164,51.0,United Kingdom,2011-06-28,1,2,1,1,2
14352.0,157,1078.96,United Kingdom,2011-03-11,4,2,4,4,1
14353.0,215,90.6,United Kingdom,2011-05-08,1,1,1,1,2
14354.0,5,163.62,United Kingdom,2011-11-09,2,5,2,1,0
14355.0,365,174.4,United Kingdom,2010-12-09,1,1,1,1,2
14356.0,79,701.23,United Kingdom,2011-09-19,2,2,2,3,1
14357.0,43,225.12,United Kingdom,2011-10-27,1,3,1,1,2
14359.0,19,912.18,United Kingdom,2011-09-13,3,4,3,4,1
14360.0,31,2118.03,United Kingdom,2011-09-06,4,4,4,5,1
14362.0,22,151.5,United Kingdom,2011-11-17,1,4,1,1,0
14364.0,108,3717.35,United Kingdom,2011-05-12,8,2,5,5,1
14367.0,8,9227.82,United Kingdom,2011-03-08,16,5,5,5,3
14368.0,319,155.0,United Kingdom,2011-01-24,1,1,1,1,2
14371.0,295,100.5,United Kingdom,2011-02-17,1,1,1,1,2
14373.0,358,76.55,United Kingdom,2010-12-16,1,1,1,1,2
14375.0,185,235.56,United Kingdom,2011-06-07,1,1,1,1,2
14377.0,191,617.05,United Kingdom,2011-03-22,2,1,2,3,2
14379.0,44,348.1,United Kingdom,2011-02-17,2,3,2,2,0
14381.0,52,202.68,United Kingdom,2011-10-18,1,3,1,1,2
14382.0,26,615.49,United Kingdom,2011-11-13,1,4,1,3,0
14383.0,38,1247.69,United Kingdom,2011-06-29,3,3,3,4,1
14385.0,9,202.11,United Kingdom,2011-11-16,3,5,3,1,0
14386.0,296,142.4,United Kingdom,2011-02-16,1,1,1,1,2
14387.0,32,1727.6,United Kingdom,2011-08-22,3,4,3,4,1
14388.0,10,3212.84,United Kingdom,2010-12-02,8,5,5,5,3
14389.0,65,1043.46,United Kingdom,2011-06-02,2,3,2,4,1
14390.0,10,4642.57,United Kingdom,2010-12-02,9,5,5,5,3
14393.0,218,67.95,United Kingdom,2011-05-05,1,1,1,1,2
14395.0,2,3479.91,United Kingdom,2010-12-02,9,5,5,5,3
14396.0,65,487.99,United Kingdom,2010-12-03,2,3,2,3,2
14397.0,2,2612.96,United Kingdom,2011-05-10,19,5,5,5,3
14400.0,149,574.7,United Kingdom,2011-07-13,1,2,1,3,2
14401.0,4,4051.48,United Kingdom,2010-12-15,13,5,5,5,3
14403.0,130,1475.81,United Kingdom,2011-04-06,4,2,4,4,1
14404.0,33,1449.32,United Kingdom,2010-12-05,6,3,5,4,1
14406.0,119,156.75,United Kingdom,2011-08-12,1,2,1,1,2
14407.0,107,2157.73,United Kingdom,2011-03-08,6,2,5,5,1
14408.0,10,2599.03,United Kingdom,2011-03-20,7,5,5,5,3
14409.0,71,2059.4500000000003,United Kingdom,2010-12-06,6,3,5,5,1
14410.0,92,1100.27,United Kingdom,2011-02-07,9,2,5,4,1
14411.0,310,1063.0,United Kingdom,2011-02-02,1,1,1,4,2
14412.0,42,770.03,United Kingdom,2011-09-28,2,3,2,3,1
14413.0,362,121.05,United Kingdom,2010-12-12,1,1,1,1,2
14414.0,91,1496.98,United Kingdom,2010-12-16,7,2,5,4,1
14415.0,1,5855.57,United Kingdom,2010-12-14,13,5,5,5,3
14416.0,22,490.22,United Kingdom,2011-10-28,2,4,2,3,0
14418.0,3,1937.25,United Kingdom,2011-08-23,3,5,3,4,3
14419.0,10,1051.79,United Kingdom,2010-12-10,6,5,5,4,1
14420.0,99,387.52,United Kingdom,2011-09-01,1,2,1,2,2
14421.0,57,813.11,United Kingdom,2011-05-12,2,3,3,3,1
14422.0,0,4263.64,United Kingdom,2011-03-17,6,5,5,5,3
14423.0,218,265.2,United Kingdom,2011-05-05,1,1,1,2,2
14424.0,17,322.08,United Kingdom,2011-11-22,1,4,1,2,0
14426.0,23,4481.67,United Kingdom,2011-01-31,10,4,5,5,3
14427.0,50,363.34000000000003,United Kingdom,2011-10-07,2,3,3,2,0
14428.0,7,1224.06,United Kingdom,2011-01-18,5,5,4,4,3
14431.0,302,470.36,United Kingdom,2011-02-10,1,1,1,3,2
14432.0,9,2248.5,United Kingdom,2011-09-11,6,5,5,5,3
14434.0,21,1372.8,United Kingdom,2011-09-28,6,4,5,4,1
14436.0,98,89.06,United Kingdom,2011-09-02,1,2,1,1,2
14437.0,365,63.0,United Kingdom,2010-12-09,1,1,1,1,2
14438.0,306,131.9,United Kingdom,2011-02-06,1,1,1,1,2
14440.0,8,2357.6800000000003,United Kingdom,2010-12-09,5,5,4,5,3
14441.0,0,1712.89,United Kingdom,2011-03-29,4,5,4,4,3
14443.0,53,1420.2,United Kingdom,2010-12-06,4,3,4,4,1
14446.0,0,1010.35,United Kingdom,2011-04-07,4,5,4,4,3
14447.0,18,1163.23,United Kingdom,2011-03-04,5,4,4,4,1
14448.0,9,375.35,United Kingdom,2010-12-10,2,5,3,2,0
14449.0,18,885.8,United Kingdom,2010-12-02,4,4,4,3,1
14450.0,180,483.25,United Kingdom,2011-01-23,3,1,3,3,2
14451.0,60,643.9,United Kingdom,2011-05-29,2,3,3,3,1
14452.0,10,259.05,United Kingdom,2011-09-07,2,5,3,2,0
14453.0,190,119.93,United Kingdom,2011-06-02,1,1,1,1,2
14456.0,5,3017.28,United Kingdom,2011-07-20,9,5,5,5,3
14457.0,310,113.64,United Kingdom,2011-02-02,1,1,1,1,2
14459.0,155,1837.92,United Kingdom,2011-07-07,1,2,1,4,2
14460.0,110,434.34,United Kingdom,2011-02-02,3,2,3,2,1
14461.0,148,2103.06,United Kingdom,2011-03-23,3,2,3,5,1
14462.0,66,1980.57,United Kingdom,2011-01-04,11,3,5,5,1
14463.0,98,529.62,United Kingdom,2011-05-18,3,2,3,3,1
14465.0,246,1038.44,United Kingdom,2011-02-10,3,1,3,4,1
14466.0,29,2272.4,United Kingdom,2010-12-02,7,4,5,5,1
14467.0,17,596.26,United Kingdom,2011-01-31,4,4,4,3,1
14470.0,11,461.19,United Kingdom,2011-02-25,2,5,3,2,0
14472.0,103,1852.67,United Kingdom,2010-12-19,8,2,5,4,1
14473.0,74,234.34000000000003,United Kingdom,2011-03-02,2,2,3,1,2
14474.0,46,547.66,United Kingdom,2011-10-24,1,3,1,3,2
14475.0,71,925.85,United Kingdom,2011-02-08,3,3,3,4,1
14476.0,257,193.0,United Kingdom,2011-03-27,1,1,1,1,2
14477.0,19,1309.6,United Kingdom,2011-02-15,4,4,4,4,1
14479.0,253,316.25,United Kingdom,2010-12-09,2,1,3,2,2
14480.0,11,279.05,United Kingdom,2011-11-28,1,5,1,2,0
14481.0,164,636.51,United Kingdom,2011-02-25,2,2,3,3,2
14482.0,18,2022.81,United Kingdom,2011-04-14,6,4,5,5,1
14483.0,281,137.1,United Kingdom,2011-03-03,1,1,1,1,2
14484.0,50,321.92,United Kingdom,2011-10-20,1,3,1,2,2
14485.0,38,162.8,United Kingdom,2011-11-01,1,3,1,1,2
14487.0,26,1165.48,United Kingdom,2010-12-06,6,4,5,4,1
14488.0,67,1064.28,United Kingdom,2011-10-03,1,3,1,4,2
14489.0,207,463.38,United Kingdom,2011-05-16,1,1,1,2,2
14491.0,175,340.93,United Kingdom,2010-12-02,2,2,3,2,2
14493.0,7,2383.2400000000002,United Kingdom,2011-07-07,5,5,4,5,3
14494.0,25,139.56,United Kingdom,2011-11-14,1,4,1,1,0
14495.0,50,123.8,United Kingdom,2011-08-10,2,3,3,1,2
14496.0,311,538.8100000000001,United Kingdom,2010-12-01,2,1,3,3,2
14497.0,309,475.37,United Kingdom,2011-02-03,1,1,1,3,2
14498.0,42,1957.32,United Kingdom,2010-12-13,5,3,4,5,1
14499.0,26,808.44,United Kingdom,2011-03-06,3,4,3,3,1
14500.0,88,356.85,United Kingdom,2011-06-03,3,2,3,2,1
14501.0,183,251.21,United Kingdom,2011-01-24,2,1,3,2,2
14502.0,19,2429.83,United Kingdom,2011-01-30,11,4,5,5,3
14503.0,3,3543.26,United Kingdom,2011-06-14,6,5,5,5,3
14504.0,47,673.26,United Kingdom,2011-03-06,4,3,4,3,1
14505.0,17,5859.43,United Kingdom,2010-12-12,8,4,5,5,3
14506.0,17,1960.65,United Kingdom,2010-12-05,5,4,4,5,1
14507.0,23,1367.88,United Kingdom,2011-03-08,6,4,5,4,1
14508.0,22,268.05,United Kingdom,2011-09-11,2,4,3,2,0
14511.0,11,1314.81,United Kingdom,2011-07-29,5,5,4,4,1
14512.0,187,275.28,United Kingdom,2011-04-21,2,1,3,2,2
14513.0,100,455.59000000000003,United Kingdom,2011-02-24,3,2,3,2,1
14514.0,61,990.2,United Kingdom,2011-01-12,4,3,4,4,1
14515.0,17,2076.89,United Kingdom,2011-05-05,6,4,5,5,1
14517.0,33,330.45,United Kingdom,2011-07-21,2,3,3,2,0
14518.0,64,174.37,United Kingdom,2011-10-06,1,3,1,1,2
14520.0,1,270.6,United Kingdom,2011-02-22,2,5,3,2,0
14522.0,24,974.54,United Kingdom,2011-05-25,4,4,4,4,1
14523.0,108,241.09,United Kingdom,2011-08-23,1,2,1,2,2
14524.0,31,1843.83,United Kingdom,2010-12-14,9,4,5,4,1
14525.0,19,4215.9,United Kingdom,2010-12-13,9,4,5,5,3
14527.0,2,8507.13,United Kingdom,2010-12-05,55,5,5,5,3
14528.0,37,364.21999999999997,United Kingdom,2011-11-02,1,3,1,2,0
14529.0,60,578.61,United Kingdom,2011-08-21,3,3,3,3,1
14530.0,25,2862.11,United Kingdom,2011-02-16,6,4,5,5,1
14532.0,236,932.85,United Kingdom,2010-12-22,4,1,4,4,1
14533.0,24,1949.72,United Kingdom,2010-12-22,7,4,5,4,1
14534.0,2,4397.3,United Kingdom,2011-01-25,18,5,5,5,3
14535.0,60,2854.84,United Kingdom,2011-04-05,3,3,3,5,1
14536.0,259,170.95,United Kingdom,2011-03-25,1,1,1,1,2
14537.0,57,355.56,United Kingdom,2011-10-13,1,3,1,2,2
14538.0,64,388.25,United Kingdom,2011-03-28,2,3,3,2,2
14539.0,15,537.48,United Kingdom,2011-10-26,2,4,3,3,0
14540.0,9,952.66,United Kingdom,2011-02-03,3,5,3,4,0
14541.0,58,1453.35,United Kingdom,2011-01-24,8,3,5,4,1
14542.0,185,103.25,United Kingdom,2011-06-07,1,1,1,1,2
14543.0,28,3599.73,United Kingdom,2010-12-10,16,4,5,5,3
14544.0,24,2004.3,United Kingdom,2010-12-13,2,4,3,5,1
14546.0,5,2573.93,United Kingdom,2011-04-05,5,5,4,5,3
14547.0,3,3974.75,United Kingdom,2011-10-16,8,5,5,5,3
14548.0,150,652.8,United Kingdom,2011-01-26,2,2,3,3,2
14549.0,311,289.24,United Kingdom,2011-02-01,1,1,1,2,2
14550.0,10,757.37,United Kingdom,2011-10-26,2,5,3,3,0
14551.0,18,186.23,United Kingdom,2011-05-19,2,4,3,1,0
14552.0,151,164.22,United Kingdom,2011-07-11,1,2,1,1,2
14553.0,19,859.27,United Kingdom,2011-01-04,5,4,4,3,1
14554.0,10,2279.4900000000002,United Kingdom,2011-10-18,4,5,4,5,3
14555.0,57,312.54,United Kingdom,2011-02-10,2,3,3,2,2
14557.0,85,788.38,United Kingdom,2011-09-15,1,2,1,3,2
14560.0,7,2237.77,United Kingdom,2010-12-17,22,5,5,5,3
14561.0,75,1080.76,United Kingdom,2011-06-08,3,2,3,4,1
14562.0,3,5006.77,United Kingdom,2011-02-08,18,5,5,5,3
14565.0,95,3099.12,United Kingdom,2010-12-13,4,2,4,5,1
14567.0,56,1530.3600000000001,United Kingdom,2011-08-01,2,3,3,4,1
14569.0,1,227.39,United Kingdom,2011-12-08,1,5,1,1,0
14570.0,280,218.06,United Kingdom,2011-03-04,2,1,3,1,2
14572.0,3,2804.54,United Kingdom,2011-01-19,7,5,5,5,3
14573.0,179,1639.82,United Kingdom,2010-12-02,9,1,5,4,1
14576.0,372,35.400000000000006,United Kingdom,2010-12-02,1,1,1,1,2
14577.0,12,859.71,United Kingdom,2010-12-12,4,5,4,3,1
14578.0,3,168.63,United Kingdom,2011-12-06,1,5,1,1,0
14581.0,16,138.6,United Kingdom,2011-11-23,1,4,1,1,0
14582.0,40,114.11,United Kingdom,2011-10-30,1,3,1,1,2
14583.0,5,986.96,United Kingdom,2011-05-18,5,5,4,4,3
14584.0,169,1033.06,United Kingdom,2011-05-25,4,2,4,4,1
14585.0,50,157.05,United Kingdom,2011-10-20,1,3,1,1,2
14586.0,276,237.36,United Kingdom,2011-03-08,1,1,1,1,2
14587.0,18,1580.29,United Kingdom,2011-01-12,9,4,5,4,3
14589.0,371,39.75,United Kingdom,2010-12-03,1,1,1,1,2
14591.0,15,1320.21,United Kingdom,2011-05-10,4,4,4,4,1
14592.0,35,557.94,United Kingdom,2011-10-06,3,3,3,3,1
14593.0,21,617.15,United Kingdom,2011-05-25,3,4,3,3,0
14594.0,7,363.33,United Kingdom,2010-12-01,2,5,3,2,0
14595.0,19,1740.6,United Kingdom,2011-01-30,6,4,5,4,1
14597.0,11,866.24,United Kingdom,2011-06-01,2,5,3,3,0
14598.0,44,221.97,United Kingdom,2011-10-26,1,3,1,1,2
14600.0,305,393.33000000000004,United Kingdom,2011-02-07,1,1,1,2,2
14601.0,10,213.96,United Kingdom,2011-11-29,1,5,1,1,0
14603.0,274,660.0,United Kingdom,2011-03-10,1,1,1,3,2
14606.0,1,12076.15,United Kingdom,2010-12-01,95,5,5,5,3
14607.0,15,16209.5,United Kingdom,2011-03-23,14,4,5,5,3
14608.0,4,1785.15,United Kingdom,2010-12-12,4,5,4,4,3
14609.0,72,601.56,United Kingdom,2011-02-16,4,2,4,3,1
14616.0,242,406.08000000000004,United Kingdom,2011-01-26,3,1,3,2,2
14618.0,9,553.44,United Kingdom,2011-01-06,3,5,3,3,0
14619.0,245,394.44,United Kingdom,2011-04-08,1,1,1,2,2
14620.0,205,412.78000000000003,United Kingdom,2011-03-01,2,1,3,2,2
14621.0,1,1788.3600000000001,United Kingdom,2010-12-16,5,5,4,4,3
14622.0,184,320.58000000000004,United Kingdom,2011-06-08,1,1,1,2,2
14623.0,32,886.7,United Kingdom,2011-04-18,5,4,4,3,1
14624.0,57,225.85,United Kingdom,2011-10-11,2,3,3,1,2
14625.0,196,899.63,United Kingdom,2010-12-13,2,1,3,4,1
14626.0,23,2791.27,United Kingdom,2011-04-20,4,4,4,5,1
